Protein-Name,Substrate,Subtype,Family,Family Name,Transporter Class,TC number
ECP_0861,aspartate:alanine antiporter,,AAE,The Aspartate:Alanine Exchanger (AAE) Family Secondary Transporter,2.A.81
ECP_3886,aspartate:alanine antiporter,,AAE,The Aspartate:Alanine Exchanger (AAE) Family Secondary Transporter,2.A.81
ECP_2397,Unclassified,,AEC,The Auxin Efflux Carrier (AEC) Family Secondary Transporter,2.A.69
ECP_0008,sodium ion:alanine symporter,,AGCS,The Alanine or Glycine:Cation Symporter (AGCS) Family Secondary Transporter,2.A.25
ECP_1545,Autoinducer-2 export,,AI-2E,The Autoinducer-2 Exporter (AI-2E) Family (Formerly the PerM Family TC #9.B.22),Secondary Transporter,2.A.86
ECP_1635,Autoinducer-2 export,,AI-2E,The Autoinducer-2 Exporter (AI-2E) Family (Formerly the PerM FamilynTC #9.B.22),Secondary Transporter,2.A.86
ECP_2495,Autoinducer-2 export,,AI-2E,The Autoinducer-2 Exporter (AI-2E) Family (Formerly the PerM Family TC #9.B.22),Secondary Transporter,2.A.86
ECP_3569,Autoinducer-2 export,,AI-2E,The Autoinducer-2 Exporter (AI-2E) Family (Formerly the PerM Family TC #9.B.22),Secondary Transporter,2.A.86
ECP_0112,amino acid,,APC,The Amino Acid-Polyamine-Organocation (APC) Family Secondary Transporter,2.A.3
ECP_0328,arginine:ornithine antiporter,,APC,The Amino Acid-Polyamine-Organocation (APC) Family Secondary Transporter,2.A.3
ECP_0461,amino acid,,APC,The Amino Acid-Polyamine-Organocation (APC) Family Secondary Transporter,2.A.3
ECP_0551,amino acid,,APC,The Amino Acid-Polyamine-Organocation (APC) Family Secondary Transporter,2.A.3
ECP_0607,amino acid,,APC,The Amino Acid-Polyamine-Organocation (APC) Family Secondary Transporter,2.A.3
ECP_0710,arginine:ornithine antiporter,,APC,The Amino Acid-Polyamine-Organocation (APC) Family Secondary Transporter,2.A.3
ECP_1454,amino acid,,APC,The Amino Acid-Polyamine-Organocation (APC) Family Secondary Transporter,2.A.3
ECP_1488,glutamate:GABA antiporter,,APC,The Amino Acid-Polyamine-Organocation (APC) Family Secondary Transporter,2.A.3
ECP_1549,arginine:ornithine antiporter,,APC,The Amino Acid-Polyamine-Organocation (APC) Family Secondary Transporter,2.A.3
ECP_2056,amino acid,,APC,The Amino Acid-Polyamine-Organocation (APC) Family Secondary Transporter,2.A.3
ECP_2057,amino acid,,APC,The Amino Acid-Polyamine-Organocation (APC) Family Secondary Transporter,2.A.3
ECP_2196,amino acid,,APC,The Amino Acid-Polyamine-Organocation (APC) Family Secondary Transporter,2.A.3
ECP_2626,GABA,,APC,The Amino Acid-Polyamine-Organocation (APC) Family Secondary Transporter,2.A.3
ECP_3169,amino acid,,APC,The Amino Acid-Polyamine-Organocation (APC) Family Secondary Transporter,2.A.3
ECP_3987,GABA,,APC,The Amino Acid-Polyamine-Organocation (APC) Family Secondary Transporter,2.A.3
ECP_4358,arginine:ornithine antiporter,,APC,The Amino Acid-Polyamine-Organocation (APC) Family Secondary Transporter,2.A.3
ECP_4376,arginine:ornithine antiporter,,APC,The Amino Acid-Polyamine-Organocation (APC) Family Secondary Transporter,2.A.3
ECP_4385,amino acid,,APC,The Amino Acid-Polyamine-Organocation (APC) Family Secondary Transporter,2.A.3
ECP_4402,glutamate:GABA antiporter,,APC,The Amino Acid-Polyamine-Organocation (APC) Family Secondary Transporter,2.A.3
ECP_4462,amino acid,,APC,The Amino Acid-Polyamine-Organocation (APC) Family Secondary Transporter,2.A.3
ECP_0966,fusaric acid efflux?,,ArAE,The Aromatic Acid Exporter (ArAE) Family Secondary Transporter,2.A.85
ECP_1591,fusaric acid efflux?,,ArAE,The Aromatic Acid Exporter (ArAE) Family Secondary Transporter,2.A.85
ECP_2052,fusaric acid efflux?,,ArAE,The Aromatic Acid Exporter (ArAE) Family Secondary Transporter,2.A.85
ECP_3324,fusaric acid efflux?,,ArAE,The Aromatic Acid Exporter (ArAE) Family Secondary Transporter,2.A.85
ECP_3449,fusaric acid efflux?,,ArAE,The Aromatic Acid Exporter (ArAE) Family Secondary Transporter,2.A.85
ECP_4322,fusaric acid efflux?,,ArAE,The Aromatic Acid Exporter (ArAE) Family Secondary Transporter,2.A.85
ECP_0832,sodium ion:dicarboxylate/sulfate,,ArsB,The Arsenite-Antimonite (ArsB) Efflux Family Secondary Transporter,2.A.45
ECP_2267,short-chain fatty acid,,AtoE,The Short Chain Fatty Acid Uptake (AtoE) Family Secondary Transporter,2.A.73
ECP_0040,glycine betaine/carnitine/choline,,BCCT,The Betaine/Carnitine/Choline Transporter (BCCT) Family Secondary Transporter,2.A.15
ECP_0390,glycine betaine/carnitine/choline,,BCCT,The Betaine/Carnitine/Choline Transporter (BCCT) Family Secondary Transporter,2.A.15
ECP_1436,benzoate,,BenE,The Benzoate:H+ Symporter (BenE) Family Secondary Transporter,2.A.46
ECP_1265,proton:calcium ion antiporter,,CaCA,The Ca2+:Cation Antiporter (CaCA) Family Secondary Transporter,2.A.19
ECP_3283,sodium ion:calcium ion antiporter,,CaCA,The Ca2+:Cation Antiporter (CaCA) Family Secondary Transporter,2.A.19
ECP_3284,sodium ion:calcium ion antiporter,,CaCA,The Ca2+:Cation Antiporter (CaCA) Family Secondary Transporter,2.A.19
ECP_0763,cation efflux,,CDF,The Cation Diffusion Facilitator (CDF) Family Secondary Transporter,2.A.4
ECP_4124,cation efflux,,CDF,The Cation Diffusion Facilitator (CDF) Family Secondary Transporter,2.A.4
ECP_0165,chloride ion channel,,ClC,The Chloride Carrier/Channel (ClC) Family Secondary Transporter,2.A.49
ECP_1536,chloride ion channel,,ClC,The Chloride Carrier/Channel (ClC) Family Secondary Transporter,2.A.49
ECP_2415,chloride ion channel,,ClC,The Chloride Carrier/Channel (ClC) Family Secondary Transporter,2.A.49
ECP_4316,dipeptide/oligopeptide,membrane,ClC,The Chloride Carrier/Channel (ClC) Family Secondary Transporter,2.A.49
ECP_2201,sodium ion:nucleoside symporter,,CNT,The Concentrative Nucleoside Transporter (CNT) Family Secondary Transporter,2.A.41
ECP_2204,sodium ion:nucleoside symporter,,CNT,The Concentrative Nucleoside Transporter (CNT) Family Secondary Transporter,2.A.41
ECP_2418,sodium ion:nucleoside symporter,,CNT,The Concentrative Nucleoside Transporter (CNT) Family Secondary Transporter,2.A.41
ECP_1234,sodium ion:proton antiporter,,CPA1,The Monovalent Cation:Proton Antiporter-1 (CPA1) Family Secondary Transporter,2.A.36
ECP_4294,sodium ion:proton antiporter,,CPA1,The Monovalent Cation:Proton Antiporter-1 (CPA1) Family Secondary Transporter,2.A.36
ECP_4687,sodium ion:proton antiporter,,CPA1,The Monovalent Cation:Proton Antiporter-1 (CPA1) Family Secondary Transporter,2.A.36
ECP_0047,potassium/sodium ion:proton antiporter,,CPA2,The Monovalent Cation:Proton Antiporter-2 (CPA2) Family Secondary Transporter,2.A.37
ECP_0539,potassium/sodium ion:proton antiporter,,CPA2,The Monovalent Cation:Proton Antiporter-2 (CPA2) Family Secondary Transporter,2.A.37
ECP_1676,proton/sodium ion:glutamate/aspartate symporter,,DAACS,The Dicarboxylate/Amino Acid:Cation (Na+ or H+) Symporter (DAACS) Family Secondary Transporter,2.A.23
ECP_3180,sodium ion:serine/threonine symporter,,DAACS,The Dicarboxylate/Amino Acid:Cation (Na+ or H+) Symporter (DAACS) Family Secondary Transporter,2.A.23
ECP_3628,proton/sodium ion:glutamate/aspartate symporter,,DAACS,The Dicarboxylate/Amino Acid:Cation (Na+ or H+) Symporter (DAACS) Family Secondary Transporter,2.A.23
ECP_4310,proton/sodium ion:glutamate/aspartate symporter,,DAACS,The Dicarboxylate/Amino Acid:Cation (Na+ or H+) Symporter (DAACS) Family Secondary Transporter,2.A.23
ECP_0643,sodium ion:dicarboxylate/sulfate,,DASS,The Divalent Anion:Na+ Symporter (DASS) Family Secondary Transporter,2.A.47
ECP_0692,sodium ion:dicarboxylate/sulfate,,DASS,The Divalent Anion:Na+ Symporter (DASS) Family Secondary Transporter,2.A.47
ECP_0783,sodium ion:dicarboxylate/sulfate,,DASS,The Divalent Anion:Na+ Symporter (DASS) Family Secondary Transporter,2.A.47
ECP_2331,sodium ion:dicarboxylate/sulfate,,DASS,The Divalent Anion:Na+ Symporter (DASS) Family Secondary Transporter,2.A.47
ECP_3153,sodium ion:dicarboxylate/sulfate,,DASS,The Divalent Anion:Na+ Symporter (DASS) Family Secondary Transporter,2.A.47
ECP_4279,sodium ion:dicarboxylate/sulfate,,DASS,The Divalent Anion:Na+ Symporter (DASS) Family Secondary Transporter,2.A.47
ECP_4365,C4-dicarboxylate,,Dcu,The C4-Dicarboxylate Uptake (Dcu) Family Secondary Transporter,2.A.13
ECP_4382,C4-dicarboxylate,,Dcu,The C4-Dicarboxylate Uptake (Dcu) Family Secondary Transporter,2.A.13
ECP_0652,C4-dicarboxylate,,DcuC,The C4-dicarboxylate Uptake C (DcuC) Family Secondary Transporter,2.A.61
ECP_2337,C4-dicarboxylate,,DcuC,The C4-dicarboxylate Uptake C (DcuC) Family Secondary Transporter,2.A.61
ECP_4497,C4-dicarboxylate,,DcuC,The C4-dicarboxylate Uptake C (DcuC) Family Secondary Transporter,2.A.61
ECP_0827,drug/metabolite?,DME,DMT,The Drug/Metabolite Transporter (DMT) SuperFamily Secondary Transporter,2.A.7
ECP_1449,drug/metabolite?,,DMT,The Drug/Metabolite Transporter (DMT) SuperFamily Secondary Transporter,2.A.7
ECP_1472,drug/metabolite?,,DMT,The Drug/Metabolite Transporter (DMT) SuperFamily Secondary Transporter,2.A.7
ECP_1519,drug/metabolite?,DME,DMT,The Drug/Metabolite Transporter (DMT) SuperFamily Secondary Transporter,2.A.7
ECP_1530,drug/metabolite?,,DMT,The Drug/Metabolite Transporter (DMT) SuperFamily Secondary Transporter,2.A.7
ECP_1543,multidrug efflux (SMR),SMR,DMT,The Drug/Metabolite Transporter (DMT) SuperFamily Secondary Transporter,2.A.7
ECP_1544,multidrug efflux (SMR),SMR,DMT,The Drug/Metabolite Transporter (DMT) SuperFamily Secondary Transporter,2.A.7
ECP_1870,multidrug efflux (SMR),SMR,DMT,The Drug/Metabolite Transporter (DMT) SuperFamily Secondary Transporter,2.A.7
ECP_1892,drug/metabolite?,,DMT,The Drug/Metabolite Transporter (DMT) SuperFamily Secondary Transporter,2.A.7
ECP_2301,drug/metabolite?,,DMT,The Drug/Metabolite Transporter (DMT) SuperFamily Secondary Transporter,2.A.7
ECP_2302,drug/metabolite?,,DMT,The Drug/Metabolite Transporter (DMT) SuperFamily Secondary Transporter,2.A.7
ECP_3271,chloramphenicol (RarD homolog),RarD,DMT,The Drug/Metabolite Transporter (DMT) SuperFamily Secondary Transporter,2.A.7
ECP_3865,drug/metabolite?,,DMT,The Drug/Metabolite Transporter (DMT) SuperFamily Secondary Transporter,2.A.7
ECP_4013,drug/metabolite?,,DMT,The Drug/Metabolite Transporter (DMT) SuperFamily Secondary Transporter,2.A.7
ECP_4021,drug/metabolite?,,DMT,The Drug/Metabolite Transporter (DMT) SuperFamily Secondary Transporter,2.A.7
ECP_4117,drug/metabolite?,,DMT,The Drug/Metabolite Transporter (DMT) SuperFamily Secondary Transporter,2.A.7
ECP_4157,chloramphenicol (RarD homolog),RarD,DMT,The Drug/Metabolite Transporter (DMT) SuperFamily Secondary Transporter,2.A.7
ECP_4394,multidrug efflux (SMR),SMR,DMT,The Drug/Metabolite Transporter (DMT) SuperFamily Secondary Transporter,2.A.7
ECP_4464,drug/metabolite?,,DMT,The Drug/Metabolite Transporter (DMT) SuperFamily Secondary Transporter,2.A.7
ECP_4594,multidrug efflux (SMR),SMR,DMT,The Drug/Metabolite Transporter (DMT) SuperFamily Secondary Transporter,2.A.7
ECP_4595,multidrug efflux (SMR),SMR,DMT,The Drug/Metabolite Transporter (DMT) SuperFamily Secondary Transporter,2.A.7
ECP_3751,sodium ion:glutamate symporter,,ESS,The Glutamate:Na+ Symporter (ESS) Family Secondary Transporter,2.A.27
ECP_0915,formate/nitrite,,FNT,The Formate-Nitrite Transporter (FNT) Family Secondary Transporter,2.A.44
ECP_2384,formate/nitrite,,FNT,The Formate-Nitrite Transporter (FNT) Family Secondary Transporter,2.A.44
ECP_3458,formate/nitrite,,FNT,The Formate-Nitrite Transporter (FNT) Family Secondary Transporter,2.A.44
ECP_2390,gluconate,,GntP,The Gluconate:H+ Symporter (GntP) Family Secondary Transporter,2.A.8
ECP_2718,gluconate,,GntP,The Gluconate:H+ Symporter (GntP) Family Secondary Transporter,2.A.8
ECP_2719,gluconate,,GntP,The Gluconate:H+ Symporter (GntP) Family Secondary Transporter,2.A.8
ECP_3501,gluconate,,GntP,The Gluconate:H+ Symporter (GntP) Family Secondary Transporter,2.A.8
ECP_3531,gluconate,,GntP,The Gluconate:H+ Symporter (GntP) Family Secondary Transporter,2.A.8
ECP_4514,gluconate,,GntP,The Gluconate:H+ Symporter (GntP) Family Secondary Transporter,2.A.8
ECP_4591,gluconate,,GntP,The Gluconate:H+ Symporter (GntP) Family Secondary Transporter,2.A.8
ECP_1560,multidrug efflux?,,GPH,The Glycoside-Pentoside-Hexuronide (GPH):Cation Symporter Family Secondary Transporter,2.A.2
ECP_3763,multidrug efflux?,,GPH,The Glycoside-Pentoside-Hexuronide (GPH):Cation Symporter Family Secondary Transporter,2.A.2
ECP_1850,aromatic amino acid,,HAAAP,The Hydroxy/Aromatic Amino Acid Permease (HAAAP) Family Secondary Transporter,2.A.42
ECP_2778,serine,,HAAAP,The Hydroxy/Aromatic Amino Acid Permease (HAAAP) Family Secondary Transporter,2.A.42
ECP_2858,serine,,HAAAP,The Hydroxy/Aromatic Amino Acid Permease (HAAAP) Family Secondary Transporter,2.A.42
ECP_3204,serine,,HAAAP,The Hydroxy/Aromatic Amino Acid Permease (HAAAP) Family Secondary Transporter,2.A.42
ECP_3209,serine,,HAAAP,The Hydroxy/Aromatic Amino Acid Permease (HAAAP) Family Secondary Transporter,2.A.42
ECP_3249,aromatic amino acid,,HAAAP,The Hydroxy/Aromatic Amino Acid Permease (HAAAP) Family Secondary Transporter,2.A.42
ECP_3640,serine,,HAAAP,The Hydroxy/Aromatic Amino Acid Permease (HAAAP) Family Secondary Transporter,2.A.42
ECP_3909,aromatic amino acid,,HAAAP,The Hydroxy/Aromatic Amino Acid Permease (HAAAP) Family Secondary Transporter,2.A.42
ECP_4119,2-keto-3-deoxygluconate,,KDGT,The 2-Keto-3-Deoxygluconate Transporter (KDGT) Family Secondary Transporter,2.A.10
ECP_3946,potassium ion uptake,,KUP,The K+ Uptake Permease (KUP) Family Secondary Transporter,2.A.72
ECP_3052,L-lactate,,LctP,The Lactate Permease (LctP) Family Secondary Transporter,2.A.14
ECP_3704,L-lactate,,LctP,The Lactate Permease (LctP) Family Secondary Transporter,2.A.14
ECP_2647,branched-chain amino acid efflux (AzlC),AzlC,LIV-E,The Branched Chain Amino Acid Exporter (LIV-E) Family Secondary Transporter,2.A.78
ECP_2648,branched-chain amino acid efflux (AzlC),,LIV-E,The Branched Chain Amino Acid Exporter (LIV-E) Family Secondary Transporter,2.A.78
ECP_0460,branched-chain amino acid,,LIVCS,The Branched Chain Amino Acid:Cation Symporter (LIVCS) Family Secondary Transporter,2.A.26
ECP_2912,lysine efflux,,LysE,The L-Lysine Exporter (LysE) Family Secondary Transporter,2.A.75
ECP_0045,glycerol-3-phosphate,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_0416,nitrate/nitrite,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_0455,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_0487,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_0493,Acetyl-CoA:CoA antiporter,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_0540,nitrate/nitrite,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_0623,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_0802,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_0856,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_0859,multidrug efflux?,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_0912,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_1046,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_1057,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_1273,nitrate,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_1347,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_1392,multidrug efflux (EmrB/QacA subfamily),,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_1471,nitrate,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_1511,multidrug efflux (Bcr/CflA subfamily),,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_1520,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_1527,glycerol-3-phosphate,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_1540,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_1602,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_1607,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_1637,glycerol-3-phosphate,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_1638,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_1717,metabolite (benzoate?),,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_1723,metabolite (benzoate?),,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_1738,cyanate,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_1772,multidrug efflux (EmrB/QacA subfamily),,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_1938,Acetyl-CoA:CoA antiporter,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_1954,sugar,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
